 4014E-01 7225E-06 "1-bromopropane"                         "106-94-5"    "293"
 5361E-01 9651E-06 "2-bromopropane"                         "75-26-3"     "293"
 5986E-01 1077E-05 "1-chloropropane"                        "540-54-5"    "293"
 8050E-01 1449E-05 "2-chloropropane"                        "75-29-6"     "293"
 8921E-01 1606E-05 "1-fluoropropane"                        "460-13-9"    "287"
 9392E-01 1691E-05 "2-fluoropropane"                        "420-26-8"    "288"
 4627E-01 8329E-06 "1-iodopropane"                          "107-08-4"    "297"
 4950E-01 8910E-06 "2-iodopropane"                          "75-30-9"     "293"
 3508E-03 6315E-08 "1-nitropropane"                         "108-03-2"    "293"
 4961E-03 8930E-08 "2-nitropropane"                         "79-46-9"     "293"
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 3803E+01 6846E-04 "propane"                                "74-98-6"     ""
     1e99     1e99 ""                                       ""            ""
 5074E-04 9132E-09 "1-propanol"                             "71-23-8"     ""
 6201E-04 1116E-08 "2-propanol"                             "67-63-0"     ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 2149E+02 3868E-03 "octafluorocyclobutane"                  "115-25-3"    "299"
 2834E-01 5101E-06 "butadiyne"                              "460-12-8"    ""
     1e99     1e99 ""                                       ""            ""
 2993E-01 5387E-06 "oxacyclopentadiene"                     "110-00-9"    ""
 1621E-01 2919E-06 "thiophene"                              "110-02-1"    ""
     1e99     1e99 ""                                       ""            ""
 3959E+00 7126E-05 "1,3-butadiene"                          "106-99-0"    ""
 1012E+00 1822E-05 "1-butyne"                               "107-00-6"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1360E+01 2448E-04 "1-butene"                               "106-98-9"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1148E+01 2066E-04 "2-methylpropene"                        "115-11-7"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 3819E-04 6873E-09 "1,4-dioxane"                            "123-91-1"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 6704E-01 1207E-05 "1-bromobutane"                          "109-65-9"    ""
     1e99     1e99 ""                                       ""            ""
 1746E+00 3143E-05 "2-bromo-2-methylpropane"                "507-19-7"    "291"
 9365E-01 1686E-05 "1-chlorobutane"                         "109-69-3"    ""
 1025E+00 1845E-05 "2-chlorobutane"                         "78-86-4"     ""
 8699E-01 1566E-05 "1-chloro-2-methylpropane"               "513-36-0"    "293"
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 5095E+01 9171E-04 "butane"                                 "106-97-8"    ""
 6397E+01 1152E-03 "2-methylpropane"                        "75-28-5"     ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 9590E-02 1726E-06 "diethyl sulfide"                        "352-93-2"    "293"
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 4997E-01 8995E-06 "1-butanethiol"                          "109-79-5"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 3658E-03 6585E-08 "diethylamine"                           "109-89-7"    ""
 6147E-04 1106E-08 "pyridine"                               "110-86-1"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 6552E+00 1179E-04 "1,4-pentadiene"                         "591-93-5"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 4265E+00 7677E-05 "methylbutadiene"                        "78-79-5"     ""
 2733E+00 4919E-05 "1-pentyne"                              "627-19-0"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 3540E+00 6372E-05 "cyclopentene"                           "142-29-0"    ""
     1e99     1e99 ""                                       ""            ""
 2209E+01 3976E-04 "1-pentene"                              "109-67-1"    ""
 1249E+01 2248E-04 "{cis}-2-pentene"                        "627-20-3"    ""
 1276E+01 2297E-04 "{trans}-2-pentene"                      "646-04-8"    ""
     1e99     1e99 ""                                       ""            ""
 2903E+01 5226E-04 "3-methyl-1-butene"                      "563-45-1"    ""
     1e99     1e99 ""                                       ""            ""
 1043E+01 1878E-04 "cyclopentane"                           "287-92-3"    ""
     1e99     1e99 ""                                       ""            ""
 1249E-02 2248E-07 "pentanal"                               "110-62-3"    "303"
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1100E+00 1979E-05 "1-bromopentane"                         "110-53-2"    ""
 2710E+00 4877E-05 "1-chloropentane"                        "543-59-9"    ""
     1e99     1e99 ""                                       ""            ""
 1792E-01 3226E-06 "2-chloro-2-methylbutane"                "594-36-5"    ""
 7025E+01 1264E-03 "pentane"                                "109-66-0"    ""
 7584E+01 1365E-03 "2-methylbutane"                         "78-78-4"     ""
 1170E+02 2105E-03 "dimethylpropane"                        "463-82-1"    ""
     1e99     1e99 ""                                       ""            ""
 6778E-04 1220E-08 "1-pentanol"                             "71-41-0"     ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 2289E+01 4121E-04 "hexachlorobenzene"                      "118-74-1"    ""
     1e99     1e99 ""                                       ""            ""
 1639E-01 2951E-06 "1,2-dichlorobenzene"                    "95-50-1"     ""
 1801E-01 3241E-06 "1,3-dichlorobenzene"                    "541-73-1"    ""
 2405E-01 4328E-06 "1,4-dichlorobenzene"                    "106-46-7"    ""
 4344E+00 7819E-05 "1,3-difluorobenzene"                    "372-18-9"    ""
 3910E-01 7038E-06 "1,2-difluorobenzene"                    "367-11-3"    ""
 4257E-01 7662E-06 "1,4-difluorobenzene"                    "540-36-3"    ""
 1159E-01 2086E-06 "bromobenzene"                           "108-86-1"    ""
 2521E-01 4538E-06 "chlorobenzene"                          "108-90-7"    ""
 3465E-01 6236E-06 "fluorobenzene"                          "462-06-6"    ""
 7363E-02 1325E-06 "iodobenzene"                            "591-50-4"    ""
 3092E-01 5566E-06 "benzene"                                "71-43-2"     ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1591E-03 2863E-08 "2-methylpyridine"                       "109-06-8"    ""
 1007E-03 1812E-08 "3-methylpyridine"                       "108-99-6"    ""
     1e99     1e99 ""                                       ""            ""
 1188E+00 2138E-05 "1-hexyne"                               "693-02-7"    ""
 2505E+00 4509E-05 "cyclohexene"                            "110-83-8"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1642E+01 2955E-04 "1-hexene"                               "592-41-6"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1541E+01 2773E-04 "2-methyl-1-pentene"                     "763-29-1"    ""
     1e99     1e99 ""                                       ""            ""
 3469E+01 6245E-04 "4-methyl-1-pentene"                     "691-37-2"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1070E+01 1927E-04 "cyclohexane"                            "110-82-7"    ""
 1984E+01 3571E-04 "methylcyclopentane"                     "96-37-7"     ""
     1e99     1e99 ""                                       ""            ""
 2846E-02 5123E-07 "hexanal"                                "66-25-1"     "303"
     1e99     1e99 ""                                       ""            ""
 7173E+01 1291E-03 "hexane"                                 "110-54-3"    ""
 9666E+01 1740E-03 "2-methylpentane"                        "107-83-5"    ""
 6232E+01 1122E-03 "3-methylpentane"                        "96-14-0"     ""
 8440E+01 1519E-03 "2,2-dimethylbutane"                     "75-83-2"     ""
 7196E+01 1295E-03 "2,3-dimethylbutane"                     "79-29-8"     ""
 1224E-01 2204E-06 "dipropyl ether"                         "111-43-3"    ""
 9631E-02 1734E-06 "diisopropyl ether"                      "108-20-3"    ""
 1040E-03 1872E-08 "1-hexanol"                              "111-27-3"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 9040E-01 1627E-05 "(trifluoromethyl)-benzene"              "98-08-8"     ""
 3034E-02 5461E-07 "benzenenitrile"                         "100-47-0"    "373"
 2281E-06 4100E-11 "benzenecarboxylic acid"                 "65-85-0"     ""
     1e99     1e99 ""                                       ""            ""
 3531E-01 6356E-06 "methylbenzene"                          "108-88-3"    ""
 2555E-01 4599E-06 "1,3,5-cycloheptatriene"                 "544-25-2"    ""
 3937E-05 7090E-10 "1-hydroxy-3-methylbenzene"              "108-39-4"    "293"
 4671E-05 8410E-10 "1-hydroxy-2-methylbenzene"              "95-48-7"     "293"
 2176E-05 3920E-10 "1-hydroxy-4-methylbenzene"              "106-44-5"    "293"
 3927E+00 7068E-05 "1-heptyne"                              "628-71-7"    ""
 2226E+01 4006E-04 "1-heptene"                              "592-76-7"    ""
 5198E+00 9355E-05 "cycloheptane"                           "291-64-5"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 2373E+01 4271E-04 "methylcyclohexane"                      "108-87-2"    ""
 2375E-02 4275E-07 "heptanal"                               "111-71-7"    "303"
 1499E+02 2699E-03 "heptane"                                "142-82-5"    ""
 1900E+02 3420E-03 "2-methylhexane"                         "591-76-4"    ""
 1709E+02 3076E-03 "3-methylhexane"                         "589-34-4"    ""
 1410E+02 2537E-03 "3-ethylpentane"                         "617-78-7"    ""
 1752E+02 3153E-03 "2,2-dimethylpentane"                    "590-35-2"    ""
 9608E+01 1729E-03 "2,3-dimethylpentane"                    "565-59-3"    ""
 1634E+02 2942E-03 "2,4-dimethylpentane"                    "108-08-7"    ""
 1021E+02 1839E-03 "3,3-dimethylpentane"                    "562-49-2"    ""
 1322E+02 2379E-03 "2,2,3-trimethylbutane"                  "464-06-2"    ""
     1e99     1e99 ""                                       ""            ""
 6450E-04 1161E-08 "1-heptanol"                             "111-70-6"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1463E-01 2633E-06 "ethenylbenzene"                         "100-42-5"    ""
     1e99     1e99 ""                                       ""            ""
 4468E-01 8043E-06 "ethylbenzene"                           "100-41-4"    ""
 3701E-01 6662E-06 "1,3-dimethylbenzene"                    "108-38-3"    ""
 2325E-01 4184E-06 "1,2-dimethylbenzene"                    "95-47-6"     ""
 3369E-01 6064E-06 "1,4-dimethylbenzene"                    "106-42-3"    ""
 4566E+00 8218E-05 "1-octyne"                               "629-05-0"    ""
 3481E+01 6266E-04 "1-octene"                               "111-66-0"    ""
 5748E+00 1035E-04 "cyclooctane"                            "292-64-8"    ""
 4959E+01 8926E-04 "propylcyclopentane"                     "2040-96-2"   ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1976E+01 3558E-04 "{cis}-1,2-dimethylcyclohexane"          "2207-01-4"   ""
 2648E+01 4766E-04 "{trans}-1,2-dimethylcyclohexane"        "6876-23-9"   ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 4846E+01 8722E-04 "{trans}-1,4-dimethylcyclohexane"        "2207-04-7"   ""
 2670E-04 4805E-09 "octanal"                                "124-13-0"    "303"
 2739E+02 4930E-03 "octane"                                 "111-65-9"    ""
 2028E+02 3651E-03 "2-methylheptane"                        "592-27-8"    ""
 2060E+02 3709E-03 "3-methylheptane"                        "589-81-1"    ""
 2032E+02 3658E-03 "4-methylheptane"                        "589-53-7"    ""
 2070E+02 3726E-03 "3-ethylhexane"                          "619-99-8"    ""
 1894E+02 3410E-03 "2,2-dimethylhexane"                     "590-73-8"    ""
 2070E+02 3726E-03 "2,3-dimethylhexane"                     "584-94-1"    ""
 1958E+02 3524E-03 "2,4-dimethylhexane"                     "589-43-5"    ""
 1855E+02 3339E-03 "2,5-dimethylhexane"                     "592-13-2"    ""
 2084E+02 3751E-03 "3,3-dimethylhexane"                     "563-16-6"    ""
 2250E+02 4050E-03 "3,4-dimethylhexane"                     "583-48-2"    ""
 2116E+02 3809E-03 "3-ethyl-2-methylpentane"                "609-26-7"    ""
 2337E+02 4207E-03 "3-ethyl-3-methylpentane"                "1067-08-9"   ""
 2115E+02 3808E-03 "2,2,3-trimethylpentane"                 "564-02-3"    ""
 1855E+02 3339E-03 "2,2,4-trimethylpentane"                 "540-84-1"    ""
 2276E+02 4097E-03 "2,3,3-trimethylpentane"                 "560-21-4"    ""
 9798E+01 1764E-03 "2,3,4-trimethylpentane"                 "565-75-3"    ""
 2097E+02 3775E-03 "2,2,3,3-tetramethylbutane"              "594-82-1"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 8822E-04 1588E-08 "1-octanol"                              "111-87-5"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 2121E-01 3818E-06 "1-ethenyl-3-methylbenzene"              "100-80-1"    ""
     1e99     1e99 ""                                       ""            ""
 1573E-01 2832E-06 "1-ethenyl-4-methylbenzene"              "622-97-9"    ""
 5671E-01 1021E-05 "propylbenzene"                          "103-65-1"    ""
 8053E-01 1450E-05 "(2-propyl)-benzene"                     "98-82-8"     ""
     1e99     1e99 ""                                       ""            ""
 2338E-01 4208E-06 "1-ethyl-2-methylbenzene"                "611-14-3"    ""
 2732E-01 4917E-06 "1-ethyl-4-methylbenzene"                "622-96-8"    ""
 1996E-01 3592E-06 "1,2,3-trimethylbenzene"                 "526-73-8"    ""
 3130E-01 5633E-06 "1,2,4-trimethylbenzene"                 "95-63-6"     ""
 4404E-01 7927E-06 "1,3,5-trimethylbenzene"                 "108-67-8"    ""
 7897E+00 1421E-04 "1-nonyne"                               "3452-09-3"   ""
 4412E+01 7941E-04 "1-nonene"                               "124-11-8"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 7940E-02 1429E-06 "nonanal"                                "124-19-6"    "303"
 3295E+02 5932E-03 "nonane"                                 "111-84-2"    ""
 2663E+02 4794E-03 "2-methyloctane"                         "3221-61-2"   ""
 2801E+02 5041E-03 "3-methyloctane"                         "2216-33-3"   ""
 5523E+02 9941E-03 "4-methyloctane"                         "2216-34-4"   ""
 2871E+02 5169E-03 "3-ethylheptane"                         "15869-80-4"  ""
 2871E+02 5167E-03 "4-ethylheptane"                         "2216-32-2"   ""
 2659E+02 4785E-03 "2,2-dimethylheptane"                    "1071-26-7"   ""
 2926E+02 5267E-03 "2,3-dimethylheptane"                    "3074-71-3"   ""
 2570E+02 4626E-03 "2,4-dimethylheptane"                    "2213-23-2"   ""
 2676E+02 4816E-03 "2,5-dimethylheptane"                    "2216-30-0"   ""
 2589E+02 4660E-03 "2,6-dimethylheptane"                    "1072-05-5"   ""
 2926E+02 5266E-03 "3,3-dimethylheptane"                    "4032-86-4"   ""
 2967E+02 5341E-03 "3,4-dimethylheptane"                    "922-28-1"    ""
 2705E+02 4869E-03 "3,5-dimethylheptane"                    "926-82-9"    ""
 2898E+02 5217E-03 "4,4-dimethylheptane"                    "1068-19-5"   ""
 2882E+02 5187E-03 "3-ethyl-2-methylhexane"                 "16789-46-1"  ""
 2670E+02 4806E-03 "4-ethyl-2-methylhexane"                 "3074-75-7"   ""
 3167E+02 5701E-03 "3-ethyl-3-methylhexane"                 "3074-76-8"   ""
 2985E+02 5372E-03 "3-ethyl-4-methylhexane"                 "3074-77-9"   ""
 2911E+02 5240E-03 "2,2,3-trimethylhexane"                  "16747-25-4"  ""
 2659E+02 4786E-03 "2,2,4-trimethylhexane"                  "16747-26-5"  ""
 2872E+02 5170E-03 "2,2,5-trimethylhexane"                  "3522-94-9"   ""
 3155E+02 5680E-03 "2,3,3-trimethylhexane"                  "16747-28-7"  ""
 3113E+02 5603E-03 "2,3,4-trimethylhexane"                  "921-47-1"    ""
 2691E+02 4844E-03 "2,3,5-trimethylhexane"                  "1069-53-0"   ""
 2951E+02 5312E-03 "2,4,4-trimethylhexane"                  "16747-30-1"  ""
 3301E+02 5941E-03 "3,3,4-trimethylhexane"                  "16747-31-2"  ""
 3640E+02 6552E-03 "3,3-diethylpentane"                     "1067-20-5"   ""
 2963E+02 5333E-03 "3-ethyl-2,2-dimethylpentane"            "16747-32-3"  ""
 3584E+02 6451E-03 "3-ethyl-2,3-dimethylpentane"            "16747-33-4"  ""
 3046E+02 5482E-03 "3-ethyl-2,4-dimethylpentane"            "1068-87-7"   ""
 3472E+02 6249E-03 "2,2,3,3-tetramethylpentane"             "7154-79-2"   ""
 3160E+02 5689E-03 "2,2,3,4-tetramethylpentane"             "1186-53-4"   ""
 2826E+02 5086E-03 "2,2,4,4-tetramethylpentane"             "1070-87-7"   ""
 3484E+02 6271E-03 "2,3,3,4-tetramethylpentane"             "16747-38-9"  ""
 9183E-04 1653E-08 "1-nonanol"                              "143-08-8"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 6827E-02 1229E-06 "naphthalene"                            "91-20-3"     ""
     1e99     1e99 ""                                       ""            ""
 7307E-01 1315E-05 "butylbenzene"                           "104-51-8"    ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1393E+00 2508E-05 "1,2,4,5-tetramethylbenzene"             "95-93-2"     ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 1018E+02 1832E-03 "pentylcyclopentane"                     "3741-00-2"   ""
     1e99     1e99 ""                                       ""            ""
     1e99     1e99 ""                                       ""            ""
 2621E+02 4717E-03 "decane"                                 "124-18-5"    ""
 3123E+02 5622E-03 "2-methylnonane"                         "871-83-0"    ""
 3259E+02 5867E-03 "3-methylnonane"                         "5911-04-6"   ""
 3311E+02 5960E-03 "4-methylnonane"                         "17301-94-9"  ""
 3315E+02 5967E-03 "5-methylnonane"                         "15869-85-9"  ""
 3447E+02 6204E-03 "3-ethyloctane"                          "5881-17-4"   ""
 3491E+02 6285E-03 "4-ethyloctane"                          "15869-86-0"  ""
 3293E+02 5928E-03 "2,2-dimethyloctane"                     "15869-87-1"  ""
 3550E+02 6389E-03 "2,3-dimethyloctane"                     "7146-60-3"   ""
 3169E+02 5704E-03 "2,4-dimethyloctane"                     "4032-94-4"   ""
 3331E+02 5996E-03 "2,5-dimethyloctane"                     "15869-89-3"  ""
 3440E+02 6192E-03 "2,6-dimethyloctane"                     "2051-30-1"   ""
 3171E+02 5707E-03 "2,7-dimethyloctane"                     "1072-16-8"   ""
 3696E+02 6652E-03 "3,3-dimethyloctane"                     "4110-44-5"   ""
 3623E+02 6522E-03 "3,4-dimethyloctane"                     "15869-92-8"  ""
 3478E+02 6260E-03 "3,5-dimethyloctane"                     "15869-93-9"  ""
