,wt,logp,fraction_sp3,ali_homo_rings,ali_hetero_rings,amide_bonds,aro_homo_rings,aro_hetero_rings,hba,hbd,tpsa,asph,ecce,isf,npr1,npr2,pmi1,pmi2,pmi3,rog,si
450,160.109944372,1.3662,0.875,0,0,0,0,0,3,0,35.53,0.5589580211034308,0.9840303371178822,0.004068766235561843,0.1780008304240941,0.8980984135374149,220.7299121015733,1113.6868485746277,1240.0499007542576,2.8345215420551053,0.21818221717307532
979,289.9223609120002,5.967200000000003,0.0,0,0,0,2,0,0,0,0.0,0.33698889441422386,0.9485550791116673,0.0007939020793128874,0.31661216320833124,0.7433403089359163,936.3123341096024,2198.268988293961,2957.2847884985,3.2297930867809703,0.3218459115105599
182,106.07825032,2.30344,0.25,0,0,0,1,0,0,0,0.0,0.3254426840762263,0.9417476423842684,0.004803285520970218,0.336320350356133,0.6790745732017076,141.3770991203831,285.45876912892237,420.36439058973815,1.997474408991556,0.08070834824185709
27,114.140850576,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.4443508812505448,0.9705048518304532,0.005470945245780745,0.24108158903896015,0.8174669394245083,149.41968941380802,506.6569234166064,619.7888856193862,2.363162349008873,0.2185258710513857
1057,391.80544385600007,7.9274,0.0,0,0,0,2,0,0,0,0.0,0.4148036388604662,0.9644855631969282,0.0006490415989817732,0.2641355681931238,0.9564661766755802,1473.6592818951815,5336.294800124003,5579.177738068618,3.958468567272305,0.3722624024947139
870,204.16447848,5.146100000000005,1.0,0,0,0,0,0,0,0,0.0,0.7890366674847725,0.9970873413384288,0.003179106715348693,0.07626816991815001,0.9595460909831016,301.8288396392682,3797.3729215299145,3957.467970756175,4.435205134832482,0.16181982062658395
577,121.089149352,2.1184,0.25,0,0,0,1,0,1,1,12.03,0.6023953590502207,0.9876154452697028,0.008156806448314817,0.15689401602587175,0.8553953204937333,104.86890009146371,571.7513559521013,668.4059899019402,2.355751800994396,0.06150708353090266
996,323.8833885600001,6.620600000000001,0.0,0,0,0,2,0,0,0,0.0,0.31020074945191795,0.9432445500742829,0.0008033395921009111,0.3320989592804582,0.8683778835415913,1080.9598980060111,2826.511924209542,3254.933108938587,3.3121862384711913,0.3582566637998785
1188,119.9345118,2.0143,1.0,0,0,0,0,0,0,0,0.0,0.11222441597381658,0.8382611557271031,0.006618230094645894,0.5452689563867187,0.8410732355786168,127.08431462046623,196.0265928165537,233.06721046913003,1.5165455285301068,0.7184917416366363
739,168.017106608,1.5030000000000001,0.0,0,0,0,1,0,4,0,86.28,0.457250223461381,0.9714699269865028,0.0029215141014633746,0.23716277313448456,0.7628372269703081,261.1102327345283,839.8645505794898,1100.974783198644,2.559142653655132,1.0795764061317162e-10
1070,127.943184664,0.8747,0.5,0,0,0,0,0,2,1,37.3,0.15192521520036095,0.845232107469756,0.003231208140118277,0.5343993679845018,0.6380818027966673,197.4746828823322,235.78808136598133,369.52641547296736,1.7643654963897235,0.46115016502890793
1313,134.019021192,2.9013000000000013,0.0,0,0,0,1,1,1,0,0.0,0.3861217560354819,0.9579340411545704,0.004542594587576543,0.28698845411840884,0.7130115458861008,156.96129868954253,389.9641836348773,546.9254823219534,2.0187519868804533,8.82137740979497e-12
537,300.1361591200005,4.0092000000000025,0.3333333333333333,0,1,0,2,0,4,0,36.92,0.7536854057786418,0.9958681895586462,0.0016548443061417046,0.0908105116447666,0.9695058198319156,585.8592353575143,6254.715759154295,6451.447357209967,4.703962204238964,0.14017993773619886
1105,269.880890024,3.9706,0.125,0,1,0,1,0,2,0,26.3,0.2549960934742422,0.8902280674432936,0.0005553332751914187,0.4555150798120504,0.5460017703258583,983.196568110665,1178.5055875389046,2158.42814362225,2.818497414283569,0.04525855473370485
1359,140.02384539800002,1.0337,1.0,0,0,0,0,0,4,0,44.76000000000001,0.09275876569365764,0.7600971780621326,0.0023908303293106283,0.6498094181388745,0.6498108022939021,271.79293918413214,271.7935181285929,418.2656200376057,1.8529292208994776,0.2108224925896195
447,130.099379688,1.5956,0.8571428571428571,0,0,0,0,0,2,0,26.3,0.5627063229349145,0.9843567763040438,0.006647406128178429,0.1761866537065467,0.9025439456578926,135.7738534782761,695.5229971026262,770.6250764284255,2.480400815795636,0.2353777228855501
1358,320.9838118040002,4.172300000000003,0.16666666666666666,0,0,0,1,1,4,0,39.19,0.35501302869474183,0.9543404534774996,0.0008245969728309628,0.29872110547525826,0.8683940821435869,1053.1133520442868,3061.4422147597465,3525.406584073824,3.4458815938419947,0.3484866176533961
376,100.088815004,1.6215,0.8333333333333334,0,0,0,0,0,1,0,17.07,0.08373101961290179,0.8029475568547862,0.005284697305022906,0.5960496799268746,0.8363755043437671,158.2636537288188,222.07518544925225,265.5209105191284,1.7955801109143292,0.7343132994506194
1170,254.925676028,2.5052000000000003,0.14285714285714285,0,0,0,0,1,4,1,59.42,0.23004802374362754,0.9029822918998552,0.0007150986255951824,0.4296777635802023,0.6484119791755062,906.7448264717717,1368.337524941452,2110.2903229538933,2.9239387844409173,0.28343530788494464
214,136.12520051200002,3.3089000000000017,0.6,1,0,0,0,0,0,0,0.0,0.4982687880163277,0.977748345005794,0.005315937316281448,0.20978125235213613,0.8796122088658728,165.46700168413017,693.8026788088663,788.7597191305703,2.459338734090399,0.235137067697519
712,166.022585912,-0.20850000000000013,1.0,0,0,0,0,0,6,0,104.74,0.27813092220458296,0.9338509643086236,0.0026328204351224968,0.3576623777528943,0.8084191086584444,307.05440366305544,694.0306354794644,858.503501520634,2.3660449859018517,0.285902887195052
1030,357.8444162080001,7.274000000000001,0.0,0,0,0,2,0,0,0,0.0,0.1614010113092414,0.8794012667718555,0.0005078611073909917,0.4760813081817598,0.8475884187895484,1668.9374446171314,2971.2824793399463,3505.5722960246108,3.3594567609503216,0.38544284174896537
1211,505.0019376400003,6.439600000000002,0.05,0,0,3,2,1,4,2,80.32000000000002,0.5555679468151808,0.983531091757478,0.00035828869832558015,0.18073901500877884,0.9305774650130022,2597.283892464221,13372.728961984556,14370.355467180489,5.474296934383034,0.1262207377575807
779,99.99361288,1.9909999999999999,0.0,0,0,0,0,0,0,0,0.0,0.2733192718581823,0.911258493543346,0.005677114710916873,0.4118348673256211,0.5881651326749492,103.60282689795405,147.96117391331913,251.5640008111297,1.5859659100404777,9.532621699346203e-13
437,102.06807956,0.8154,0.8,0,0,0,0,0,2,0,26.3,0.3461679621020873,0.9521119080308668,0.008057322427493201,0.3057497581124509,0.8847485481537629,109.80676969495764,317.74801937647754,359.13935099360594,1.962478535429643,0.3787605102570941
657,192.08987762400002,2.6309000000000013,0.2,0,0,1,1,0,3,1,50.69,0.7480267542645208,0.99570991871057,0.004571327804907388,0.09252976700170888,0.9104551416257792,199.16645239232068,1959.7166025134961,2152.4581639619,3.3488382632485534,0.022974392594951463
852,140.01595568,2.6327000000000007,1.0,0,0,0,0,0,0,0,0.0,0.2930341523929567,0.9381035783872018,0.003435568971676173,0.3463548414807092,0.7867663371257609,229.006124927804,520.2015058272194,661.1893281144128,2.2360576397533705,0.30587377092339113
940,222.000305616,4.660400000000003,0.0,0,0,0,2,0,0,0,0.0,0.5110158179624715,0.97921569900993,0.002151832859409108,0.20282163299927827,0.8793180452544199,408.63677743813247,1771.6142358307645,2014.7593301331256,3.066195122004357,0.2745255008534045
555,73.08914935199999,0.6157999999999999,1.0,0,0,0,0,0,1,1,12.03,0.5593436723406433,0.983950835459098,0.022986562284064718,0.17843977527262084,0.9216299260448794,40.09429138013356,207.0844280264241,224.69368905490597,1.7960680404565368,0.2818268080541701
324,76.052429496,-0.6389,1.0,0,0,0,0,0,2,2,40.46,0.3784975287674091,0.9577101476862426,0.017724827052996894,0.2877347268210688,0.9479615038242396,53.48212995195117,176.20049167197948,185.873045436082,1.6524241979813588,0.4390406030542903
459,144.115029752,1.8416,0.875,0,0,0,0,0,2,0,26.3,0.4153247820567403,0.9655969780594572,0.004103778962327588,0.26004321941255165,0.9091735636778878,221.54545164933083,774.5761194914937,851.9562715375205,2.5312871870615004,0.297485178306616
506,108.057514876,1.6952,0.14285714285714285,0,0,0,1,0,1,0,9.23,0.4543411591126749,0.9712146845490802,0.007676625699498456,0.23820587002891105,0.769615994400616,100.25446394382601,323.910737178155,420.8731881026194,1.9766511935420483,0.04943982196022683
1052,391.80544385600007,7.9274,0.0,0,0,0,2,0,0,0,0.0,0.33103285344654954,0.9466471190479708,0.0006441480086529082,0.3222719845071508,0.9468297274644382,1469.8946744313018,4318.526092553781,4561.037710675366,3.617975128677117,0.376871671836323
132,84.093900384,2.1965000000000003,1.0,1,0,0,0,0,0,0,0.0,0.2823142781629779,0.9337313654315434,0.009404690740156362,0.3579744924004299,0.7537523479509209,80.14642573333455,168.7565953967464,223.8886497077083,1.6759531997110382,0.38196153510474057
4,58.07825032,1.6623,1.0,0,0,0,0,0,0,0,0.0,0.1498760811550047,0.8136443795027468,0.009005699820285805,0.5813629018982809,0.5813630138969608,64.55500688435234,64.55501932077635,111.04080888815868,1.437306222313911,0.4368674317973721
1129,127.018876872,1.9222,0.0,0,0,0,1,0,1,1,26.02,0.3188939907909586,0.9374852256489628,0.0037290845198725006,0.3480250733638505,0.6530665919880537,175.1278600707024,328.62619245528776,503.2047213667593,1.9865969344787544,0.004696461131456702
1389,248.03844990599998,2.1529,0.5,0,0,0,0,1,6,0,53.47,0.2761395271805616,0.9322472358034578,0.0013558397220147314,0.36182190555135296,0.8977200895034286,662.1137254847848,1642.7772442298633,1829.9437245952251,2.88585627320929,0.18561194874674325
1307,75.944142,1.0181,0.0,0,0,0,0,0,2,0,0.0,0.9999999999986804,1.0,0.0,4.3981150993843186e-13,0.99999999999956,9.122231518631169e-11,207.41229623354232,207.41229623363358,1.6504278909345442,0.0
875,287.8600662720001,3.644400000000001,1.0,1,0,0,0,0,0,0,0.0,0.17627934159779438,0.8708320948350936,0.0006667660945024468,0.4915805759029973,0.6524419223904734,978.5169458524093,1298.7199017594628,1990.552503127175,2.7087279868083782,0.4797986983640006
648,130.110613068,1.7866,1.0,0,0,0,0,0,2,0,32.67,0.05895658580638957,0.7583650352135167,0.0028662654311922106,0.6518300954739675,0.8323603695154312,290.39891437033265,370.8275351975117,445.51320411061073,2.0616610025677606,0.5384993814919231
658,223.08445789599998,1.4502,0.3636363636363637,0,1,1,1,0,4,1,56.790000000000006,0.1863131376546256,0.8778013422916835,0.0008932392203845262,0.4790248464024793,0.6511860867207863,729.0164514277153,991.0245235200624,1521.8760715706,2.694707412843468,0.19166015184524296
1068,92.00289246,0.8142,0.6666666666666666,0,0,0,0,0,1,0,17.07,0.3881679047518113,0.9612516138716484,0.012622235649624386,0.2756725137353223,0.8481592965631206,67.19564743575043,206.74028139029156,243.75171294830673,1.6725894538357804,0.3952940719784657
489,74.07316494,1.0428000000000002,1.0,0,0,0,0,0,1,0,9.23,0.694689884887667,0.9933574202893218,0.03365826868997961,0.11506969868798506,0.9372806606387049,27.846965905223232,226.82272481831382,242.0008588075921,1.8303861142891105,0.23178378557513496
1321,213.10481648,1.4555,0.625,0,0,0,0,1,6,2,62.73,0.34173013874633684,0.9487283014572006,0.0012363280053449002,0.3160927237601889,0.7220699232059591,584.0439754533604,1334.1673401645876,1847.698259250216,2.971079947391289,0.10057990908281424
1089,175.979570172,3.0020000000000016,0.14285714285714285,0,0,0,1,0,1,0,9.23,0.32397822292306594,0.939794201741325,0.0019692886129214653,0.3417409228836746,0.6616092921412466,335.96360015495173,650.4244145188411,983.094436920306,2.358509474712682,0.04556018009127473
501,118.099379688,1.0594,1.0,0,0,0,0,0,2,0,18.46,0.7723110273760913,0.996545237228324,0.01495985515915827,0.08305173181543969,0.9639459436778792,64.43551313982886,747.8754525910289,775.8479170912366,2.592192998105012,0.15676127864251999
1132,170.964254456,2.8650800000000007,0.0,0,0,0,1,0,1,0,23.79,0.30708483937068826,0.9321559693361696,0.0018326072475197235,0.3620569690407101,0.6379430309593374,348.1067925616568,613.3628719610329,961.4696645226442,2.364209159938693,2.1410163234326314e-13
586,135.081477128,-1.7813999999999983,1.0,0,1,0,0,0,1,0,3.24,0.2587724771431704,0.9246691374375324,0.006682486009566018,0.3807715670458203,0.734866013787647,109.96895657329954,212.23341171291526,288.8055886800665,1.5007824637118607,0.3450471888066983
930,317.95366104000027,5.929000000000002,0.14285714285714285,0,0,0,2,0,0,0,0.0,0.1816058420781147,0.8918348253350925,0.0005741318566154142,0.45236118790135493,0.8009459391190143,1395.055734828407,2470.070942291285,3083.9421509623908,3.2948990033396233,0.37454921571632216
855,106.054928032,2.4138,1.0,0,0,0,0,0,0,0,0.0,0.06966967344579914,0.7776457689241832,0.004853374225888371,0.628702678596422,0.8082089379784352,166.5251638061145,214.07118240197477,264.87109006419655,1.7400098894335323,0.4336401448299584
186,120.093900384,2.611860000000001,0.3333333333333333,0,0,0,1,0,0,0,0.0,0.23746320132659615,0.8610399071378754,0.0017631984425002922,0.5085373912663639,0.5085378754869848,288.4178338802613,288.41810850679815,567.1516762258934,2.18148616646438,0.0884007887766662
463,130.099379688,1.7397,0.8571428571428571,0,0,0,0,0,2,0,26.3,0.6126759722203876,0.9883838176611464,0.007149310429312376,0.15197838328386598,0.9174584629207536,128.32824535904155,774.6880325507609,844.3848564920543,2.590582927834685,0.22413827889035526
270,88.088815004,1.1673,1.0,0,0,0,0,0,1,1,20.23,0.3120892627880711,0.9425194015343952,0.0076033326526248925,0.3341514293419162,0.7531159507329197,99.0507695954776,223.24224278087812,296.42479695672694,1.873355295794939,0.3050932544291146
405,70.041864812,0.7614,0.25,0,0,0,0,0,1,0,17.07,0.3841223283750538,0.9584441368686936,0.014888850666126597,0.2852802770996006,0.733517496336346,49.266226976482535,126.67415999848738,172.69412199596997,1.5770267515998997,0.10596758092113803
329,86.036779432,-1.0256,0.5,0,0,0,0,0,2,2,40.46,0.7934869543677521,0.9972303690522584,0.030644145961953827,0.07437466665402083,0.9472790438013412,30.91223507998669,393.71621824605523,415.62855298277185,2.209096662241089,0.14456785987174153
1138,201.078123064,1.3885999999999998,0.5714285714285714,0,0,0,0,1,5,2,62.73,0.2672580973977472,0.9138506811370544,0.0008580474795599602,0.4060504064587821,0.6136965785800583,715.224498875966,1080.9762061434426,1761.4180099301736,2.969981502532069,0.07233064719562297
1341,410.0896199160005,0.9319,0.25,0,0,2,1,1,9,2,145.81,0.4726213523860258,0.9741476025699204,0.0006027876639855398,0.2259124795297433,0.9237517787248838,1532.4662960372784,6266.225175993396,6783.45126939088,4.2149047608013435,0.2583988480909342
1207,183.97143346400003,2.3528,1.0,0,0,0,0,0,1,0,9.23,0.4538747537900848,0.9709940856718672,0.004589627072282448,0.23910350392717986,0.9520673918086664,207.43894369073388,825.9847757786526,867.5696519859886,2.26980062360168,0.35718146446473065
1234,117.941812196,1.0145,0.3333333333333333,0,0,0,0,0,0,0,0.0,0.7363558036133451,0.995258318661886,0.03721315202598866,0.09726705060973173,0.9153910209626256,24.598588701202768,231.5000515002849,252.8974462266839,1.4626483332945062,0.20321733623289254
991,323.8833885600001,6.620600000000001,0.0,0,0,0,2,0,0,0,0.0,0.2769160647763873,0.9333590696647704,0.0007209530473096164,0.3589440723490421,0.8610746879934904,1194.3561251412511,2865.1533958445148,3327.4156537117656,3.3636992867530147,0.3860764413191952
893,90.023627904,1.8013,0.5,0,0,0,0,0,0,0,0.0,0.7348727420419496,0.9951463387673856,0.027605324403830702,0.0984061199208045,0.9601949163541617,34.78296079074217,339.39375065184174,353.46339047545905,2.004434613326601,0.2333663222815665
228,156.093900384,3.4022000000000023,0.16666666666666666,0,0,0,2,0,0,0,0.0,0.25538485297734337,0.9136794276080986,0.0017995631861087624,0.4064356081419751,0.6422143736992618,356.87236694807984,563.898829332086,878.0538904539535,2.399385519317753,0.1228703383405378
1163,301.0636341440005,4.6079000000000025,0.5,1,0,1,1,0,2,2,49.33,0.4726444739098469,0.9744918526514976,0.0010077452231410497,0.2244228801077376,0.8272246060912151,820.8668094826903,3025.721899664094,3657.678794107895,3.5236373682792363,0.1911987064613737
621,83.07349928800001,1.70018,0.8,0,0,0,0,0,1,0,23.79,0.5343637719340126,0.9816894229680898,0.014064958146615344,0.19048852152447088,0.8859066697257023,62.986797435930576,292.9332618395294,330.6592803169983,2.0320810640841978,0.3439929171400786
706,121.03750770399999,-0.4245,1.0,0,0,0,0,0,4,1,72.6,0.4032003660509435,0.9638752873367236,0.006978439661414686,0.2663539570975971,0.8759963753781791,125.52897465342487,412.8451028082418,471.2863139759125,2.0418081629842884,0.3720272107746441
1345,157.972376616,2.1972000000000005,1.0,0,0,0,0,0,1,0,0.0,0.6925578775883897,0.9931361958205384,0.007982386018832433,0.11696365482964885,0.9693241202621116,121.43287958954063,1006.362355472402,1038.2103719860754,2.6091895727676278,0.2717635294525505
729,75.03202840000002,0.2829999999999999,1.0,0,0,0,0,0,2,0,43.14,0.24756911081384364,0.9231765070517159,0.014381516590373275,0.3843762958713673,0.8128481383252896,56.520335196734074,119.5246682369857,147.04427875450668,1.4669717410872434,0.6017622774058871
804,128.008513996,0.7216999999999999,0.6666666666666666,0,0,0,0,0,2,0,26.3,0.2755159923478069,0.9326051944115435,0.0061685821800297825,0.3608982562393547,0.876864075240072,142.150019185744,345.37779821246386,393.8783763240667,1.855175309196657,0.24142586007201106
239,192.09390038400002,4.301420000000003,0.06666666666666668,0,0,0,3,0,0,0,0.0,0.4464024615460666,0.969804587604692,0.0020994642741333424,0.24388329557575905,0.7583019016277526,361.1882854928689,1123.036176333077,1480.9882105298623,2.7769453149429517,0.01614435199563279
62,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.2585155593312173,0.9272116595953204,0.00377268866320945,0.37453776620054136,0.8482587811601289,224.84197793265812,509.22550238276483,600.3185745820608,2.28077174820584,0.4215332170196788
33,114.140850576,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.2147437180469234,0.9086959443556148,0.004798669493581441,0.4174585976017953,0.8747379048102359,182.28759158768062,381.9633057130406,436.66028831333534,2.0930947251521794,0.5065672940426061
842,145.9456832,2.0714,1.0,0,0,0,0,0,0,0,0.0,0.3263063949869912,0.9438372833304468,0.0030923162158870425,0.3304106272434381,0.7045360759612994,227.83442144166375,485.812368054244,689.5493142652498,2.181465297716036,0.4519828100189964
201,148.12520051200002,3.4193000000000024,0.4545454545454545,0,0,0,1,0,0,0,0.0,0.5986316832752477,0.987371685703738,0.0048923728151028245,0.15842081388049542,0.9006687217435311,184.09650200065587,1046.6425280422097,1162.0726941822736,2.8408177958936203,0.16837391416021813
1213,93.941812196,1.0111,1.0,0,0,0,0,0,0,0,0.0,0.8283613537051457,0.9980914043409668,0.307441652488716,0.06175393575049844,0.9999999941469776,3.252649685077009,52.67113142684067,52.67113173512598,0.7562535324475832,0.6773899208936961
1130,127.018876872,1.9222,0.0,0,0,0,1,0,1,1,26.02,0.4249331091020021,0.9660394310145568,0.005027361496196592,0.25839469368598034,0.7425399777396589,147.69973838193675,424.4396774786682,571.6051528574809,2.1172319455712643,0.00442549643861949
587,67.04219916,1.0147,0.0,0,0,0,0,1,0,1,15.79,0.2501383180595855,0.8699103605457265,0.009259986837869286,0.493209858594903,0.5067901414069026,54.72903474704232,56.23597090604365,110.9650056528856,1.2860589829536146,2.2173669259457313e-12
1314,59.96698562,0.2511,0.0,0,0,0,0,0,2,0,17.07,0.9999999999999308,1.0,0.0,2.3105985556869127e-14,0.9999999999999772,2.3269047954989093e-12,100.70571496601215,100.70571496601444,1.2947113037873383,0.0
1351,249.008723176,0.6531999999999998,0.3333333333333333,0,0,0,0,1,5,2,92.45,0.5567079313569336,0.9837944629279988,0.0017506438356646589,0.1792999015956518,0.9053984775602608,517.1802848273319,2611.569991615678,2884.442658499897,3.4701087429690496,0.17361408094420394
1014,323.8833885600001,6.6206000000000005,0.0,0,0,0,2,0,0,0,0.0,0.5522892642034317,0.9834493348267916,0.0009752059432430317,0.1811833486519696,0.8793754584630235,901.733079618726,4376.571832901552,4976.909226635622,3.9633066851381433,0.1450776926657434
789,65.99172106,1.0454,0.0,0,0,0,0,0,1,0,17.07,0.2605763182679571,0.8976914678799222,0.01393682824329366,0.440624589072819,0.5593754109277949,40.136493121881145,50.9535052968696,91.08999841869482,1.1747450933204877,1.2710578489939004e-12
207,118.07825032,2.638020000000001,0.1111111111111111,0,0,0,1,0,0,0,0.0,0.5734230162952816,0.9852634252329976,0.0081600664078293,0.17104380403318234,0.8457767171894904,103.64826398692014,512.5195206734317,605.9749698200845,2.2739233195561384,0.060502903719301775
772,137.99041932,2.111,1.0,0,0,0,0,0,0,0,0.0,0.08186513823421257,0.7809984046301833,0.0055380229362542,0.6245330191151692,0.9999995023285686,180.56976539085025,289.1275080735772,289.1276519641496,1.658061053424157,0.6988269437809292
671,342.1579571840006,4.6688000000000045,0.2631578947368421,0,0,2,2,0,4,1,67.87,0.6481987794595363,0.9906913534487738,0.0009102775355382092,0.13612730145652865,0.945798367165642,1039.0219798255603,7219.016916177159,7632.722963786698,4.8171886543524565,0.16076129281612456
156,98.109550448,2.7527000000000013,0.7142857142857143,0,0,0,0,0,0,0,0.0,0.5610922102119497,0.9839158526562126,0.01047556351265538,0.17863256951574666,0.9459561680721048,90.3012202569636,478.1938507522978,505.51375094564406,2.338608414701152,0.27921045509368514
636,73.052763844,-0.24770000000000006,0.6666666666666666,0,0,1,0,0,1,1,29.1,0.3675561520576678,0.9554320721595928,0.014451333131201885,0.2952110355132854,0.7425152883228591,51.38040079635931,129.2320696789666,174.04634182128,1.5575663091125036,0.1936644722305772
120,198.23475096,5.707400000000006,1.0,0,0,0,0,0,0,0,0.0,0.6166341360941716,0.9885536429365837,0.0021233884535233607,0.15086979497835032,0.9430574364283342,444.12855069618064,2776.1602812827746,2943.7870632747445,3.9414382233315535,0.2034669563224872
539,209.152812228,1.48692,0.6363636363636364,0,0,0,0,1,3,1,48.99,0.5191143530471631,0.9800810710395348,0.0022038973018910024,0.19859782020454966,0.8882594073204079,403.0402898348565,1802.6599114039707,2029.4295749053915,3.1808340518191835,0.18927667541194765
1317,72.99862009600001,0.7190000000000001,0.5,0,0,0,0,0,2,0,12.36,0.7907984212591674,0.997153506386687,0.06401900325368381,0.07539817438595743,0.9411278797597386,14.700758086319995,183.49639631614122,194.9749872068248,1.6396769058699852,0.2426542445148436
313,122.07316494,1.9546,0.25,0,0,0,1,0,1,1,20.23,0.3555757649463777,0.9537341259093062,0.004510646208744988,0.3006513214273496,0.7699766455210366,170.70207014423988,437.1728909394443,567.7742220916494,2.193546881465524,0.1855181116290429
1190,185.9017677,2.9189,1.0,0,0,0,0,0,0,0,0.0,0.11016188840570547,0.8358404317261559,0.0025179480232449,0.5489724698851788,0.8222229284895282,326.54483766107404,489.0821806801767,594.8291682629788,1.94003238324604,0.6406543343423994
843,92.039277968,1.8812,1.0,0,0,0,0,0,0,0,0.0,0.25448001421458033,0.9247165617526552,0.010264162504954145,0.3806563810319589,0.8940146351743102,87.10059244899924,204.565608937528,228.81684582002717,1.6767005637469852,0.5171365606674049
1077,141.995220236,1.4806,1.0,0,0,0,0,0,1,0,9.23,0.4154863408323485,0.9658858241720538,0.004170371606810746,0.25896828891482504,0.8071429516575934,193.54221344194528,603.2253372892902,747.3587374460416,2.323478467337961,0.3160591108836653
328,88.052429496,-0.4728000000000001,0.5,0,0,0,0,0,2,2,40.46,0.6162784644666545,0.9883850626196444,0.01856952029746713,0.15197028653773667,0.9631828759388475,51.86902302857143,328.74422961880805,341.3102930202841,2.0240808830833292,0.4445015428635565
29,114.140850576,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.4509050236742974,0.9708989836290934,0.006478561827900843,0.2394893809503741,0.9339021340142142,144.15269296223002,562.1314274857917,601.9168465431903,2.392920910459412,0.3679066939645407
520,154.135765196,2.1935000000000007,1.0,2,0,0,0,0,1,1,20.23,0.06212818205351284,0.7641408137188421,0.0027219256182862547,0.6450494684976539,0.901429926947828,331.1736077179712,462.80140608060236,513.4080778165553,2.058588889703287,0.6752390056216176
707,135.053157768,-0.034400000000000035,1.0,0,0,0,0,0,4,1,72.6,0.5086310503909997,0.9785171427757304,0.006857664464413282,0.2061654706637864,0.9363868739894782,136.54603237716037,620.1810225623502,662.3128108578327,2.2915223066213626,0.39429102948824607
175,50.015650064,0.2528,0.0,0,0,0,0,0,0,0,0.0,0.9999999999998122,1.0,0.0,6.25365187266114e-14,0.9999999999999396,7.88225345407184e-12,126.0424087328865,126.0424087328941,1.5867661398324782,4.88534095681149e-15
958,255.96133326400002,5.313800000000001,0.0,0,0,0,2,0,0,0,0.0,0.4132534564925038,0.9654863064224696,0.0012174460300538009,0.26045381953562835,0.8049606406834815,661.1879465801939,2043.4727125150985,2538.599540444627,3.19049052805176,0.2745195312918545
845,92.039277968,2.0253,1.0,0,0,0,0,0,0,0,0.0,0.6960942369105575,0.9933901640554716,0.02335093053887133,0.1147866802283405,0.95118940705975,40.73453969966396,337.5501633699906,354.871659487254,1.9899882862490377,0.4194243353345429
7,72.093900384,2.0524,1.0,0,0,0,0,0,0,0,0.0,8.794717271416828e-14,0.0009558993825960745,0.008772048566098095,0.9999995431280808,0.9999995682611668,113.99840763831722,113.9984105034503,113.99845972101231,1.5394793916874143,0.9999993979445084
1229,164.020062516,2.9616000000000016,1.0,0,0,0,0,0,0,0,0.0,0.8236388116099399,0.9980256770031524,0.01230796319085605,0.06280722922084002,0.963295898171101,78.26606914836745,1200.393399165934,1246.1315380299893,2.7654026959962943,0.2499443615895944
901,439.7587992800002,5.9001,0.8,3,0,0,0,0,0,0,0.0,0.05897462341956099,0.759358525359424,0.0004123544963386984,0.6506724444480195,0.8772634000105987,2127.449579912025,2868.3151833915413,3269.616837265623,3.0500993172641264,0.725750891396198
639,102.07931294,1.0095999999999998,1.0,0,0,0,0,0,2,0,32.67,0.18447808009285765,0.8644130554020627,0.003450179605894261,0.5027823282997032,0.6090386985604389,176.5237663337763,213.82972085849582,351.09381614652216,1.9051694042749727,0.3192699883926253
726,119.03711378,1.26388,0.0,0,0,0,1,0,2,1,44.02,0.6181375957263661,0.9887319927702712,0.009452279228478312,0.14969651456372762,0.8503034854368047,89.95750811877909,510.9750411860411,600.9325493045003,2.2460274149373647,1.1287063629173303e-12
1035,357.8444162080001,7.274,0.0,0,0,0,2,0,0,0,0.0,0.4893409471196535,0.9756062632783894,0.0008978440472900533,0.2195277181860598,0.9692186838912512,1079.4955836892016,4765.991727763993,4917.354366951875,3.8615873899137236,0.3765509297343624
1136,113.003226808,1.7349999999999997,0.0,0,0,0,0,1,1,0,12.89,0.4891797148799415,0.9760288773839688,0.009088039993144706,0.21764105888501295,0.7823589411346095,86.0866525372642,309.4575199639176,395.54417249342026,1.8664212184083293,4.736152104017221e-11
1308,125.96316319200001,2.2756,1.0,0,0,0,0,0,3,0,0.0,0.3887322007640033,0.9584543855215796,0.009230870240040823,0.2852458428697099,0.9870615753402209,106.93050055656029,370.0211272824295,374.87137228991037,1.8365716385310475,0.19389090719942007
432,76.016043988,0.02249999999999991,0.5,0,0,0,0,0,3,1,46.53,0.3720899565191665,0.9558735015940156,0.01523141146794949,0.2937785712920456,0.7298982802304103,47.9205936866908,119.05959909092566,163.11807044310555,1.4731743797072177,0.1798876781055083
760,240.074621484,2.506100000000002,0.4,0,0,0,1,0,5,1,106.51,0.1933292541483396,0.8586466182490988,0.0005528454290571012,0.5125680296013263,0.5757575786817418,1041.444042801834,1169.8335943474472,2031.8162324947687,2.9718457251722974,0.25755193382083424
1099,209.94059782,3.655400000000001,0.14285714285714285,0,0,0,1,0,1,0,9.23,0.2441597442064536,0.8988937703667448,0.0009369665580683349,0.4381666230965773,0.5946263170671324,634.6291785408257,861.2413434692276,1448.3740775502786,2.6384108782654665,0.1119817428682321
