,wt,logp,fraction_sp3,ali_homo_rings,ali_hetero_rings,amide_bonds,aro_homo_rings,aro_hetero_rings,hba,hbd,tpsa,asph,ecce,isf,npr1,npr2,pmi1,pmi2,pmi3,rog,si
1205,163.960726548,2.0293,1.0,0,0,0,0,0,1,0,9.23,0.15104450927201427,0.8707427987176446,0.0027690098677160624,0.4917387298976594,0.7803353186379469,281.81023395253686,447.20186826153434,573.0893598948109,1.9865989127341197,0.4307690371612084
1161,316.9413260920002,5.3473000000000015,0.0,0,0,0,2,0,3,0,52.37000000000001,0.4444760771395729,0.9699060732707828,0.0009581455296928948,0.2434793811238457,0.9347958471085286,975.630338126349,3745.7594322112404,4007.034737902898,3.7014245340977614,0.2900830266339833
388,114.104465068,2.0116,0.8571428571428571,0,0,0,0,0,1,0,17.07,0.06871498674596616,0.7783788181369167,0.003844345567985849,0.627794883282571,0.8389603557206208,218.2322949079142,291.6370436285683,347.61719268375685,1.937708402839316,0.6151742180205488
218,136.12520051200002,3.1648000000000023,0.6,1,0,0,0,0,0,0,0.0,0.32088392143465305,0.9432677270014844,0.004662248004877928,0.33203312364499554,0.9616823107617448,206.27008896900685,597.4292372493392,621.233468229355,2.2868256948052816,0.4665464429643669
778,64.012456504,1.3966,0.0,0,0,0,0,0,0,0,0.0,0.2557185245806097,0.8898053650233297,0.01206867840508556,0.4563402375154956,0.5436597624845051,45.047166246091614,53.66682507614417,98.71399132223571,1.2416066793628706,1.3466057338339908e-15
888,109.969005488,1.9777,0.3333333333333333,0,0,0,0,0,0,0,0.0,0.6633965286602914,0.9916552918111596,0.01649708012531828,0.12891773432279782,0.9365226224771774,56.76899277708449,412.3982341937677,440.350531098695,2.024351127186929,0.2580013982954292
645,144.089877624,0.7769999999999999,1.0,0,1,0,0,0,3,0,41.9,0.2600753332238258,0.9173061552090356,0.002300416507181996,0.39818264353888705,0.6535734291769201,284.11091084437834,466.3371075565328,713.5190733561737,2.2532386155166417,0.2418563682886269
212,136.12520051200002,3.3089000000000017,0.6,1,0,0,0,0,0,0,0.0,0.4987522248635868,0.977826710752652,0.005237083169150328,0.2094156721419139,0.8699783442135357,166.11887115680128,690.1098613750336,793.2494710530938,2.4604195148560093,0.21818899094211489
1060,425.76647150400004,8.580799999999998,0.0,0,0,0,2,0,0,0,0.0,0.3665570744616144,0.9566860309059414,0.0005511423324032976,0.2911216897955837,0.8817008611301226,1599.7698040820044,4845.116194741421,5495.192767001701,3.7270870761610455,0.3657965690388161
100,142.172150704,3.7147000000000028,1.0,0,0,0,0,0,0,0,0.0,0.3858160570862944,0.9605700078485128,0.0034530367072033424,0.2780382348201557,0.8830042510075243,255.71817674729576,812.1193737034429,919.7230622353172,2.6427988418537964,0.34225133880754743
608,94.05309819200001,0.7850199999999998,0.2,0,0,0,0,1,2,0,25.78,0.3432192768199119,0.9472566467524596,0.007934972628059535,0.32047596662353034,0.6913233788146786,87.12359969208096,187.94102393450612,271.8568902685512,1.7045646124917018,0.07533695589735427
98,142.172150704,3.858800000000003,1.0,0,0,0,0,0,0,0,0.0,0.1794576553775078,0.8909257543329521,0.0024869352427745925,0.4541489846584051,0.8333997497888385,335.1111582861488,614.9558072384332,737.8881591868088,2.4354788651486183,0.4983268166882206
924,174.000305616,3.164200000000002,0.25,0,0,0,1,0,0,0,0.0,0.16880361926433746,0.8394271071208802,0.0010988907412593225,0.5434722916862186,0.5849942346151863,532.3497711381079,573.0219399930526,979.5343374110187,2.4402665428475303,0.1683302996861887
1141,273.95797920000007,3.575400000000001,0.0,0,0,0,1,1,4,1,50.7,0.41989763104110733,0.9650613385711004,0.0008615161884449329,0.2620240691145672,0.7379759308915383,856.6013509550074,2412.569125844579,3269.1704767796264,3.4445896352872007,9.067977991646823e-12
1140,240.08902209599998,1.6708799999999997,0.5555555555555556,0,0,0,0,1,6,2,86.52,0.21537503719351112,0.907087488411256,0.0008792259742332462,0.4209421437297048,0.7454624772684707,847.8622096197423,1501.5114846074994,2014.201291672452,3.0107173346364013,0.2596583013437803
797,78.011707556,0.040500000000000036,0.5,0,0,0,0,0,2,1,37.3,0.3804571080627959,0.9576535031013992,0.015310830159617397,0.2879231980886883,0.7318368092681378,47.798636758336656,121.49351648217231,166.0117596485343,1.4656832260736927,0.2649833834370335
85,142.172150704,3.858800000000003,1.0,0,0,0,0,0,0,0,0.0,0.6430042869863469,0.990383318825662,0.005432308015463655,0.1383505756831785,0.940407856269346,173.11386865258243,1176.703756425801,1251.269593912002,3.0233009078301696,0.20666935993053706
348,156.15141526,3.3260000000000023,0.9,0,0,0,0,0,1,0,17.07,0.8808176043814779,0.9991350688075936,0.010594467178292644,0.0415826199131898,0.984293596844088,92.90638030960535,2199.1677156373603,2234.259902419855,3.805589011156465,0.125453935949159
317,206.16706532400002,4.1060000000000025,0.5714285714285714,0,0,0,1,0,1,1,20.23,0.3053739160058471,0.9411159380534764,0.0017248949170630126,0.3380840001267816,0.9037588190111916,523.9500737529137,1400.6119771955732,1549.762998415874,2.9016170150634544,0.5039848657168104
1286,183.974898288,2.2215,1.0,0,0,0,0,0,0,0,0.0,0.8607404103299847,0.9988062863940677,0.028316351543761838,0.04884672209771776,0.9691217807562028,34.22481103395197,679.0222227996289,700.6572716483473,1.9600290016532498,0.3016539590675047
